Question	Potentially_Pejorative
找黑哥哥可以，别留在中国就行，别让中国成为移民国家，乱得跟美国似的	Potentially
因为对于丑的，是不被当成人的。你见过男的碰200多斤的黑白坦克吗？女的还真挺多的。好看的，别说外国人了，外星人都行，机器人更兴奋。	Potentially
异性恋敢组织love don’t is love活动吗	Potentially
男人穿什么裙子，很变态	Potentially
异性恋比同性恋多好几万倍，肯定异性恋高。很多恶心的既同性又异性恋的，把病菌感染给自己的异性恋伴侣关键这病毒根源就是同性恋	Potentially
他又欠收拾了	None
问题是如果一个男的老光棍，别人又会认为是身心不正常的，反正怎么做都是错	Potentially
更不要说很多时候所谓的“东北人”就是东北唐山，东北福建，东北江苏的东北人。难蔓分不清除自己村以外的其他地区，一律归为东北人，反正东北这种舆论失势地区泼他什么脏水都是有人信的。	Potentially
乡后宁，到上海，上海含窝港佛来，咪西咪西七含菜，咪西咪西七含菜	None
就像动物园里你放走了一群猴，它们在笼子里能产生GDp和门票，释放了以后能干啥	Potentially
倒不是因为他不是反同，而是挖坟实在破坏生态，看见坟贴都不想进来	None
讲个笑话，这边有人讨外地媳妇，四川的都没人说什么，安徽的背地里要被冷嘲热讽死	Potentially
我是岭南山区的，其他的不说，我觉得自己长得还可以🤭 湖南人 与广西交界处	None
这评论里面就有天天念叨一枪不放丢东北的	Potentially
山西人刚从煤窑里出来，愣住了…………	None
深圳最歧视湖南湖北&成都女性。	Potentially
我对你说的串串表示强烈谴责，哈哈哈哈哈哈	Potentially
我可以接受非处，但是绝对不能接受跟黑人搞过对象的，更不能接受黑人女孩，哪怕是处都不行	Potentially
😓我怎么没听说这个梗	None
作为从来没想过找外国人的女生来说，我觉得吧还是提升洋垃圾来中国的门槛吧… 对于那些找优秀老外因为爱的女生我觉得可以理解吧 不能一杆子打死，那些上赶着的eg当然批判我觉得没问题	Potentially
好家伙，直接开地图炮，你自己不在地域黑？	Potentially
佳木斯贼城全国有名	Potentially
有没有这么一种可能 台湾跳反是真的🤔	Potentially
这女的快手号多少	None
为什么图里的有智慧的人全是男性？	Potentially
看最后一张图，她们只是单纯呗犹太宣传，洗脑了而已。	Potentially
汉一点的电影或者影视作品，就会被打压，吴京拍战狼二的时候没有资本敢给他融资，当他取得票房第一之后，也没有人敢祝贺，这里面没有鬼，谁信啊，其实解决这个问题很简单，只要把所有东西都给下架就行，但国家什么都敢整治，就是不整治这个，有时候想整治一下，又被骂回来了，不得不承认，文化渗入这方面，美国做的很成功，中国的青少年基本上都对那些所谓的明星很崇拜，天天把自己打扮的阴柔的要死，不知道怎么办？再这么下去，我们的下一代怎么办？	None
有三个豪爽的地方很特别，与众不同。可以黑别人，别人不能说它们。😆	Potentially
问为什么反？凭什么支持？反男同不反女同？太可笑了，原来撑同也带性别节奏，你这种“高尚”的人还要搞性别歧视哦？同恋婚姻不合法是因为涉及其他相关婚恋的法条都要修改甚至变成危害社会的bug，法律是需要兼顾多个情况而不是像你这种**自私自利	Potentially
好神奇啊。我们学校也有黑人，但大家都表示很害怕😅我周围都没见过和他们玩的好的，更别提谈婚论嫁了。	Potentially
你发这种跟那些幕刃有什么区别？不穿靴子只是不适合男人而已，而且我想大多数男人也并不想穿靴子，你要是喜欢穿那也是你的自由，你穿就完事了	Potentially
爱因斯坦是个玩女的渣男所以有几次婚姻	Potentially
黑人犯罪率远远大于其他肤色人种虽然有很多普通人，但是这个危险的概率太高了	Potentially
lz你没看完原贴，原贴还说这女的有精神类疾病。判四个月，这会儿已经放出来继续祸害了	Potentially
退役后，泼峰一直以廉价的体力劳作换取微博的反同资金。	Potentially
为啥是山东呢，几十年前山东人闯东北，现在也有东北人来山东的。	None
这种科学的说法才应该是支持的，我们吧里整体还是有点偏的	None
作者你有父母吗？来把匿名打开，你在那装你妈	None
默就是默，非我中华民族必为异类，畏威不畏德。	Potentially
我不能呼吸了😭😭😭😭😭	None
会员服务，难道是可以帮她找到不介意离异带孩子的优质男？	Potentially
黑人的舔狗其实比黑人更可恨	Potentially
真名媛会打扮的像🐔	Potentially
没什么事实证明，里面都是某些人的利益冲突罢了。河南人攻击东北人？简直滑天下之大稽，无非是派别利益冲突，现在是金钱社会，以为河南人和东北人都很闲？	None
看看能不能等选举时重新投一位反同性恋的吧主吧，鸠占鹊巢又开始了	Potentially
对对对，绿绿不也就是骂骂别人吃猪肉而已嘛，打不了也就是砍几刀，稍显粗鲁而已	Potentially
MB关键是有的gay他还骚扰你，他妈的刚刚差点让一个gay亲了，再有下次老子打掉他满嘴牙，我这不是恶心，是唾弃	Potentially
3.同性恋人士常要求社会必须保护他们作为“性少数的权益”，却很少谈自己的义务。比如艾滋病感染率高出异性恋几十倍等，是否应该谈一谈自己在这方面的防治义务？---染病首先受害者是自己，而你在这里说自己不尽义务？男同感染率虽然高，但总感染数异性任然超过7成，这可以的出异性恋也不尽义务的结论不？而且全国所有的LGBT组织都把这事放在第一位！公平化和正面教育正是减少感染的有效手段。欧美已证明。	Potentially
虽然我没有看不惯黑人，但要给我个黑种女人，维秘上的我都不敢要🤣	Potentially
你还是带着你媳妇一家回你的国家吧，华夏大地是我们先人用智慧和无数先烈的生命换来的，说白了你们其实就是想要污染华夏血脉，鸠占鹊巢，真是用心险恶	Potentially
果然汉奸永远不少	None
他觉得很奇怪，去他同学家她同学女朋友在那玩手机，每天都是她男朋友做饭。我说这在中国很正常，他说西班牙他爸爸只有周末才会做饭。然后又说有个女生希望她男朋友180帅气多金体贴，西班牙留学生直接说这是在你的梦里吗，中国女拳扬名世界被看笑话。	Potentially
说真的，没害怕，只有痛心，我伤心自己的同胞走上了这样一条路，我替她惋惜，我觉得自己对每一个同胞都是有责任的，她们自甘堕落带给我的只有怒其不争的悲伤	Potentially
很美的非洲，非洲人回自己的祖国去吧！	Potentially
希望以后发生卢旺达华强买瓜事件的时候这些人还能笑得出来。	Potentially
国内的女拳忽悠别人终身不婚，忽悠别人单亲养子🤭	Potentially
这个问题下有人有人在带节奏，那个叫务实帅男的，兄弟注意一下，他在挑拨离间，先装成东北人在河南为什么被地域黑的问题下骂河南人，然后私信回复他的河南人开始骂人，然后把两个人对骂的记录截取河南人骂东北人的片段放在东北人为什么被黑的问题下吸引东北人来骂河南人，挑拨两个地区的关系	Potentially
黑人问题其实我觉得根本不需要让他们融入我们的社会也不需要让他在我们的大学里学习搞一个类似于监狱的地方设备齐全美名其曰地狱化培训不是更好对于黑老鼠我是真烦以前我在杭州的时候见到三个黑人一边撸串一边打飞机还问我需要一个强壮的男人嘛？我踢翻他的桌子跑了	Potentially
主要是跟个黑人的女生都会选择隐瞒这是一种潜在的危机呀	Potentially
美国亏欠黑人，他们在美国要补偿理所应当，可中国不欠他们，中国又没有搞过黑奴贸易🍉又没有压迫过黑人，凭什么来中国耍横	Potentially
b站男用户多，自然没有拳师的生存空间，以前也有拳师大v在b站投视频想恰b站的钱，但是评论骂翻了也就离开了	Potentially
高跟鞋就是法国皇帝路易十四发明的给自己穿的，靴子最初也是皇家御林军的标配，跟女人半毛钱关系都没有。再说丝袜长筒袜最初也是给军队士兵用来保暖的，倒是现在这社会为了讨好姆人把什么都向母人靠拢实乃恶臭不堪	Potentially
本可唯一的过错就素泄露了个人信息，才让不法分子有了可乘之机。大叔随后表示知道了地址随时会来找本可，氮素他要怎么找呢，在校门口挨个问你是不是txl吗	Potentially
不可能普及，繁殖的性需求是推动人类社会发展的重要动力，国家绝不会允许这种东西大行其道，就像是不论资源经济多么发达，都不会允许高失业率是一个道理。	None
姆是这样的，它们拒绝接受男方父母，也不想生孩子让自己成为父母，你说这种姆娶回家干嘛	Potentially
央视2010年还专门出个新闻反对歧视同性恋	None
常州有资格说我南通吗🤭	Potentially
